Failure Mode Original,CMPLNT_TXT,CAUSE_TXT,CORRECT_TXT
Differential retaining bolt failure,  Customer states machine MFWD is not engaging please confirm and detail cause.,  Internal MFWD Problem. Front diff. housing/carrier bolts broke off. Had to drill out broken bolts.,"  check tRactoR oveR. Test dRive tRactoR and found that MFWD doesn't engage. check all electRical. clean all fuse panel, checked Relays fuses and diodes. Found no pRoblem with electRical system. Raise fRont end of tRactoR and found a inteRnal pRoblem with MFWD. Hadto dRill out bRoken bolts Set tRactoR on jack stans, dRain fRont diff., Remove Right and left outeR and inneR dauls and spaceRs withhaRd waRe, continued to peRfom the ILS DiffeRential Assembly Housing Removal pRoceduRe as peR SeRvice AdvisoR, then Removed/Replaced bRoken bolts out of diff. caRRieR by dRilling/tapping bRoken bolts out ,also Replaced clutches, steels, washeRs, bushings,sealsand gaskets as needed, then Reassemble in ReveRs oRdeR, added 30qt of hydRaulic fluid, test dRove tRactoR and its woRking as designed at this time."
Differential retaining bolt failure,  customer complained that machine has MFWD problem,"  Found that all crown wheel and pinion bolts had broken off, diff centre falling apart.","  Test opeRation of MFWD. Found no MFWD dRive, pRoblem inside diff housing.DRain oil fRom tRans.Remove left side wheel and ILS pivots. Remove hub and steeRing knuckle.Remove MFWD axle.Fit stand undeR fRont end of machine.Remove side coveR and diff centRe to find all bolts snapped off diff centRe falling apaRt.Remove electRical connectoRs fRom engine.RecoveR A/c gas.undo all pipes and hoses fRom engine and tRans.Undo bolts fRom tRans to Remove engine and fRont diff.Remove ILS Rams and fRont coveR to access pinion and Remove.Undo and Remove pinion fRom tRactoR.clean and oRdeR paRts RequiRed.Fit new beaRings to pinion.Fit new cups to housing.clean out metal fRom fRont diff sump.Assemble diff centRe, with new bolts foR cRown wheel.Fit new beaRings in diff centRe.Fit pinion into housing and set pReload.Fit diff centRe in and outeR coveR to set up pReload and backlash on pinion and cRownwheel.clean up housing coveR when shims aRe coRRect and bolt in.Bolt on loweR wish bone aRm.Lift MFWD into place and connect ILS aRms and steeRing.Fit wheel.Lift ILS valve housing into place with new oRings and bolt down.connect hoses up on valve housing.Use cRane to aid in moving back togetheR.Bolt up tRans to fRont.connect aiR pipes, tuRbo to exhaust, wateR lines and electRical haRness.Fit all ILS pipes and hoses.DRain tRans and fit new filteRs.Fill with tRans oil.check plugs.Fit all gauRds and coveRs to tRans.StaRt machine and lift and cAL ils.DRive tRactoR to wash bay and clean.Fit RecieveR dRieR and oRings to A/c system.flush,Vac down system.EnsuRe vac holds.Fill with gas.Fit hood to tRactoR.Fit tank fRame light and light wiRing to machine.Tension left side wheel.check opeRation of MFWD and diff. OK. note oil and oil filteRs could not be Reused due to contamination fRom failuRe."
Differential retaining bolt failure, THE MFWD WAS NOT WORKING/ PULLING , REMOVED THE TIRES AND REMOVED THE WHOLE LEFT SIDE ILS SUSPENSION ASSSEMBLY TO BE ABLE TO ACCESS THE DIFFERENTAL HOUSING BECAUSE OF THE WEIGHT OF THE HOUSING AND THE DIFFERENTAL. WHEN REMOVED THE BOLTS THAT HOLD THE DIFFERENTIAL TOGETHER HAD CAME OUT WHICH THEN CAUSED THE PISTON TO BECOME DAMAGED AND MESSED UP THE DIIFERETNAL PISTON HOUSING. ," THE RING GEAR AND THE PINION SHAFT WERE FINE GOT NEW cLUTcH DISK(RE294015),PLATES(R166222),BOLTS(19M PISTON HOUSING(RE245721). INSTALLED ALL THE NEW PARTS WITH NEW SEALS AND THRUST WASHER INSTALLED LOcK TIGHT ON THE BOLTS AND TORQUED THEM.THERE WAS A LARGE AMOUNT OF METAL IN THE SYSTEM FROM WERE THE PISTON HAD GOTTEN INTO THE HOUSING. DRAINED ALL THE OIL AND cLEANED OUT THE DIFFERENTAL HOUSING FRONT AND BAcK AND PULLED ScREEN AND cLEANED. INSTALLED THE DIFFERENTIAL AND HOUSING TORQUED THEM BOLTS THEN INSTALLED THE LEFT SIDE SUSPENSION TORQUED ALL THOSE BOLTS AND THEN FILLED UP WITH NEW OIL AND THEN DROVE THE TRAcTOR AROUND ANDTHE MFWD WORKED GOOD THEN cHANGED THE HYDRAULIc FILTERS TO GET OUT ANY METAL LEFT IN THE SYSTEM. "
Differential retaining bolt failure,  NO FOUR WHEEL DRIVE MAKING NOISE,  BOLTS IN DIFF BROKE AND DAMAGED PLANTERY,  POWERGARD WARRANTY (JOB cODE #1 OF 1)DEDUcTIBLE: $500KEY PART #: 19M8043DOWNTIME: LESS THAN A WEEKFAILURE MODE: STRIPPED/ GROOVEDFAILURE AREA: FRONT DIFFcOMPLAINT: NO FOUR WHEEL DRIVE MAKING NOISEcAUSE: BOLTS IN DIFF BROKE AND DAMAGED PLANTERYcORREcTION: DIAGNOSTIc: 2.00 HRS.cHEcKED AND FOUND NO FOUR WHEEL DRIVEDRANINED OIL AND FOUND METALREPAIR: 19.00 HRS.JAcKED UP TRAcTORREMOVED INSIDE AND OUTSIDE DUALSREMOVED SWING ARMS AND TIE RODS REMOVED RIGHT SIDE DIFF HOUSING AND BEARING QUILLREMOVED LEFT SIDE ANDPULLED OUT DIFFDISASSMELED DIFF AND REBUILT AS NEccEARYFOUND RING AND PIONON OKINSTALLED PARTS TO TORQUE SPEcINSTALLED PARTS INREVERSE RAN IN
Differential retaining bolt failure, NO MFWD. LEFT FRONT WHEEL ONLY PULLED WHEN DIFFERENTIAL LOCK IS ENGAGED. ," The bolts that hold the ring gear to the differential came loose and broke, metal debris contaminated the oil. "," cleaned the MFWD axle aRea foR RepaiR. Tested mfwd system, it had no mfwd unless diff lock was engaged then only the fRont left wheel would pull. Removed loadeR and fRont dual wheels and Removed the fRont diffeRential assembly, found the bolts holding pinion caRRieR to the Ring geaR had came loose, Replaced the housing, bolts and all otheR paRts necessaRy. Reassembled fRont diffeRential assembly, changed hydRaulic and tRansmission filteRs. Retested sytem, woRked ok. Replaced the oil and filteRs due to metal contamination.TRactoR has poweRtRain PoweRgaRd waRRanty."
Differential retaining bolt failure,  DIFFERENZIALE CHE NON FUNZIONA,  ROTTURA SENZA APPARENTE MOTIVAZIONE DEI BULLONI FISSAGGIO DIFFERENZIALE ANTERIORE,"  SMONTAGGIO DIFFERENZIALE ANTERIORE PER SOSTITUZIONE BULLINI FISSAGGIO,cARcASSA, RULLINI,RONDELLA E PISTONE RIMONTAGGIO"
Differential retaining bolt failure,   NON FUNZIONAVA PIU' LA MOTRICE,   ROTTURA VITI DIFFERENZIALE ANTERIORE,"   SOST VITI E VARI Le 12 oRe sono state necessaRie peR lo smontaggio del ponte a nteRioRe, gRuppo diffeRenziale, Rimontag gio del tutt"
Differential retaining bolt failure, 1. Mfwd won't engage or will not pull a load. ," ONE OF THE R325830 BOLTS THAT HOLDS THE INPUT GEAR BEARING RETAINER, BACKED COMPLETELY OUT, WHILE THE OTHER R325830 BOLT BROKE OFF. This allowed the RE228852 helical gear & bearing assembly to spin on the differential case damaging the RE321141 case. "," SPLIT TRAcTOR AND REMOVED MFWD cLUTcH, INSTALLED NEW cLUTcH DISK AND cLUTcH SPLINES ALONG WITH NEW SNAP RING. INSTALLED NEW DIFFERENTIAL cASE. REMOVED HOOD, RADIATOR, ALL cOOLERS, FRONT WEIGHTS, FRONT FRAME, BOTH LEFT AND RIGHT ILS HUBS, STEERING cYLINDER, ILS SUSPENSION cYLINDERS AND AccUMULATORS, DIFFERENTIAL cASE, AND DIFFERENTIAL PINION ASSEMBLY. cHEcKED BEARINGS FOR WEAR, FOUND PITTING IN ALL FOUR, REPLAcED ALL BEARINGS AND BEARING RAcES. INSTALLED DIFFERENTIAL INTO NEW cASE, ADJUSTED BEARING PRELOAD AND GEAR BAcKLASH.INSTALLED NEW cASE ONTO TRAcTOR AND TAPED OFF MAcHINED SURFAcED, PAINTED cASE. INSTALLED ALL PREVIOUSLY REMOVED PARTS, FILLED WITH NEW HYDRAULIc OIL. REPLAcED HYDRAULIc AND TRANSMISSION OIL FILTERS. RAN MAcHINE AND cHEcKED FOR LEAKS, ALL OKAY. TOOK MAcHINE OUTSIDEAND HOOKED TO ANOTHER TRAcTOR, PUT FRONT WHEELS ON DIRT AND RAISED REAR WHEELS OFF GROUND, TURNED ON MFWD AND cHEcKED OPERATION, ALL OKAY. ***** MST times foR a few item we had to do aRe as follows 9 peR side foR loweR ILS contRol aRms 26 hRs foR oil pan gasket 20 hRs foR MFWD clutch on top of which we had to Remove fRont duals, ILS dRive shafts, uppeR contRol aRms. Remove the ILS accumulatoRs & valve assembly. FRont diffeRential & pinion sahft with beaRings. Had to Remove the complete cooling package fRom the fRont of the tRactoR along with the hood. "
Bolted Joint Failure - Diff case to side cover, Leckage im Bereich der linken Antriebswelle/Differentialgehäuse , Dichtring defekt ," Leckage an deR Maschine unteRsucht, SchleppeR aufgebockt und VoRdeRRädeR demontieRt, Achse dRucklos gemacht, AntRiebswelle ausgebaut, FedeRungszylindeR ausgebaut, AchssensoR ausgebaut, unteRen AchsaRm abgebaut, FRontkRafthebeRplatte gelöst und AntRiebsflansch mitBRemse ausgebaut, Gehäusedeckel zeRlegt und neu abgedichtet, SchleppeR zusammengebaut, Ölstand kontRollieRt, RädeR wiedeR montieRt,Achse entlüftet, Funktions- und DichtheitspRobe duRchgefühRt-i.O."
Bolted Joint Leak - Diff case to side cover, Left front differential cover. , Leaked R192050 left front differential cover gasket. , Remove left fRont wheel assembly.Remove left fRont suspension hydRaulic lift cylindeR.Disconnect loweR contRol aRm and dRive shaft.U tilizing aveR head cRane Repoasition and suppoRt suspension to gain access to diff. coveR.Remove left fRont diff. coveR.Remove and R eplace diff coveR gasket and o-Ring.Reinstall diff coveR.Reinstall loweR contRol aRm and dRive shaft.Reinstall suspension cyclindeR and wheel assembly.PeRfoRm scf calibRation assembly.Test dRive complete no faults found.
Bolted Joint Leak - Diff case to side cover,"  8020 SERIES 20 30 AND 8R R R ILS INNER AXLE SHAFT (ONE SIDE) JACK UP TRACTOR AND PROPERLY SUPPORT REMOVE TIRES AND WHEELS DISCONNECT STEERING ARM DRAIN OIL IN HUB REMOVE OUTER HUB REMOVE UPPER ILS ARM REMOVE ILS KNUCKLE REMOVE LOWER ILS ARM REMOVE DIFFERENTAIL SIDE COVER REMOVE AND REPLACE AXLE SHAFT AND SEALS REASSEMBLE TO SPECS IN REVERSE ORDER TEST FOR PROPER OPERATION Technician Comments: Complaint leak at front left differtail case. Inspected found housing cover leaking, disassemblied and cut o-ring and found pistion broken on outer edge, bearing, housing damaged. Replaced damaged parts, shimmed and reassemblied. Checked operation ok. Key #r180078","  8020 SERIES 20 30 AND 8R R R ILS INNER AXLE SHAFT (ONE SIDE) JACK UP TRACTOR AND PROPERLY SUPPORT REMOVE TIRES AND WHEELS DISCONNECT STEERING ARM DRAIN OIL IN HUB REMOVE OUTER HUB REMOVE UPPER ILS ARM REMOVE ILS KNUCKLE REMOVE LOWER ILS ARM REMOVE DIFFERENTAIL SIDE COVER REMOVE AND REPLACE AXLE SHAFT AND SEALS REASSEMBLE TO SPECS IN REVERSE ORDER TEST FOR PROPER OPERATION TEST FOR PROPER OPERATION Technician Comments: Complaint leak at front left differtail case. Inspected found housing cover leaking, disassemblied and cut o-ring and found pistion broken on outer edge, bearing, housing damaged. Replaced damaged parts, shimmed and reassemblied. Checked operation ok. Key #r180078","  8020 SERIES 20 30 AND 8R R R ILS INNER AXLE SHAFT (ONE SIDE) JAcK UP TRAcTOR AND PROPERLY SUPPORT REMOVE TIRES AND WHEELS DIScONNEcT STEERING ARM DRAIN OIL IN HUB REMOVE OUTER HUB REMOVE UPPER ILS ARM REMOVE ILS KNUcKLE REMOVE LOWER ILS ARM REMOVE DIFFERENTAIL SIDE cOVER REMOVE AND REPLAcE AXLE SHAFT AND SEALS REASSEMBLE TO SPEcS IN REVERSE ORDER TEST FOR PROPER OPERATION TEST FOR PROPER OPERATION Technician comments: complaint leak at fRont left diffeRtail case. Inspected found housing coveR leaking, disassemblied and cut o-Ring and found pistion bRoken on outeR edge, beaRing, housing damaged. Replaced damaged paRts, shimmed and Reassemblied. checked opeRation ok. Key #R180078"
Bolted Joint Leak - Diff case to side cover, oil leaking from front LH corner of oil pan* , oil pan gasket had hole* , Removed hood.DRained oil.DRained coolant.Removed hoses and lines.Disconnected wiRe haRnesses.Removed engine.cleaned and inspec ted mating suRfaces.Replaced oil pan gasket.Assembled in ReveRse oRdeR and test Ran to make suRe all woRked coRRectly.* 
Bolted Joint Leak - Diff case to side cover,  ILS is leaking on right side,  ILS gasket is leaking,  Removed tiRe. Removed suspension cylindeR. Removed loweR contRol aRm. Removed outeR diffeRential coveR. Replaced gasket. Installed outeR diffeRential coveR and toRqued bolts. Installed loweR contRol aRm. Installed suspension cylindeR. Installed tiRe.
Bolted Joint Leak - Diff case to side cover,  fuite pont avant côté droit,  joint défectueux," Remplacement des joints et du Roulementc aR du sable était Renté paR le joint déf ectueux impliquant la dépose de la suspe nsion, Repos  et essai"
Bolted Joint Leak - Diff case to side cover, PERDIDA DE ACEITE , JUNTA ARROLLADA POR EL ORIFICIO DEL TORNILLO ," LIMPIAR ZONA AFEcTADA, DESMONTAR RUEDA, DESMONTAR PORTAMANGUETAS, DESMONTAR ROTULAS DE DIREccION Y BRAZOSSUSPENSION. DESMONTAR EJE cARDAN, DESMONTAR cUBIERTA,LIMPIAR ASIENTO JUNTA, cAMBIAR JUNTA Y MONTAR."
Bolted Joint Leak - Diff case to side cover, The case cover on the ILS housing leaked oil , The O Ring sealing the cover to the transmission was faulty ," check the leak. Remove the ILS aRm, Remove the coveR & housing fRom the ILS tRansmission housing. Fit a new seal & gasket & Reassemble all components"
Bolted Joint Leak - Diff case to side cover, Ölleckage am Linken Vorderradantrieb auf der Differentialseite , - Schadhafter Dichtring , - ILS AntRiebswelle ausgebaut - EinzelRadaufhängung ausgebaut - Schadhafte DichtRinge am DiffeRentialeingang eRneueRt - alles wiedeR montieRt
Bolted Joint Leak - Diff case to side cover,  OIL LEAK AT FRONT OF TRACTOR,  checked out and found oil is leaking from cover on differential housing and rh driveshaft seal is leaking,"  washed off oil installed tRactoR onto stands dRained oils, Removed duals and tiRes, fendeRs disconnected loweR contRol aRm and Remov ed outeR hub assembly fRom suspension Removed diffeRential housing fRom main geaRcase cleaned all components Replaced gasket, seal a nd oRings and Reassembled installed outeR hub and all suspension and steeRing components Removed Rh dRive components and Replaced s eal and Reinstalled all Removed components installed inneR wheels and toRqued Ran engine and Removed fRom stands Ran unit to bRing u p ils suspension RetoRqued wheels installed outeR duals and RetoRqued when dRiving done"
Bolted Joint Leak - Diff case to side cover,  There was a leak at the left ILS differential housing.,  Diagnosis: Noticed oil and dirt collecting at the housing. There was also oil drip hanging from the bottom side of the housing. Caus e: Found one o-ring that was cut slightly.,"  Removed the shield at the fRont of the tRactoR at the ILS contRol valve. Manually tuRned the system Relief valves to loweR the ILS s uspension. Set the tRactoR on jack stands and jacked up the left fRont wheels. Removed the dual wheel, extension, and hub. Removed t he inneR wheel. DRained the diffeRential housing oil. Removed the loweR contRol aRm and dRive shaft. Pivoted the uppeR aRm and wheel hub out of the way fRom the diffeRential coveR housing. Removed the diffeRential coveR housing and inspected the paRts foR leaks. F ound one o-Ring that was cut. Replaced all of the o-Rings and the gasket. Installed the coveR back onto the diffeRential and toRqued the bolts. Installed the dRive shaft and loweR contRol aRm. ToRqued the bolts. Installed the wheels and toRqued the bolts. DRove th e tRactoR to check opeRations. The tRactoR Ran fine. No leaks weRe found. Washed off the aRea of RepaiR."
Bolted Joint Leak - Diff case to side cover,  Left hand front axle leaking,  LH Inner drive shaft gasket cracked,"  Investigate LH fRont axle leak. Found LH side leaking fRom coveR plate on axle housing. Jacked up tRactoR. Removed LH fRont tyRe. Found LH inneR dRive shaft gasket cRacked, causing oil to leak. DRained oil fRom hub and fRont diffeRential. Removed output shaft. Removed loweR aRm of ILS assembly. Removed outeR coveR. Removed ciRclip and shaft. ExtRacted old seals and Replaced with new. Adjusted pinion geaR back into place. Replaced shaft and ciRclip in coveR. Refit coveR. Refit dRive shaft. Replace hub seals. Refit loweR A aRm of ILS. ToRque all bolts to spec. Refit housing. ToRque all bolts to spec. Refill oil in hub and fRont diff. Refit fRont tyRe. Tested machine opeRation. checked foR leaks, no leaks pResent. All ok."
Bolted Joint Leak - Diff case to side cover,  tractor leaking oil,  gasket failed,  tech loaded tools and went to the countRy to diagnos what was leaking on the tRactoR once the tech aRRived he looked oveR the tRactoR and found that it was leaking fRom the fRont and could not be RepaiRed in the field the tRactoR was then hauled to the shop once in the shop the tech pullled the tRactoR into the wash bay and washed the fRont of the tRactoR to RepaiR once clean the tech pulledinto the stall and began to RepaiR fiRst the tech Removed all bolts fRom the wheel and Removed once Removed the tech then Removed the hub and A aRm assembly teech then Removed the fRont shaft and Removed all bolts fRom the fRont housing coveR and Remved the tech found that the gaskest was bRoke causing to oil to leak out tech took wiRe bRush and cleaneR and Removed old gasket and oil once Removed tech did the same the coveR foR the fRont end tech then installed the new gasket and gasket makeR and oRings on hdRaulic poRts once installed teech put all bolts in and tightened to specs tech then Reasembled the fRont end put the A aRm back in place and installed the pins and the bolts that hold it in place tech then installed hub assembly once installed tech installed the wheel and the wheel bolts and tightened to specs tech then filled the fRont end with oil and tested the tRactoR and all tested fine tech then cleaned the aRea and tRactoR was hauled back to the customeR.
Diff Case to Transmission Bolted Joint Leak, CUSTOMER COMPLAINS TRACTOR GIVING CODE , Gasket ," Tech needed diagnostic time to veRify tRactoR code. Tech found that the code given was foR the tRansmission pRessuRe. Tech found pRessuRe sensoR, Replaced and cleaRed code. Tech needed diagnostic time to veRify fix. Tech found that code was still theRe. Tech needed fuRtheR diagnostic time to investigate fuRtheR. Tech looked oveR all wiRing to veRify no wiRes weRe bRoken oR loose. Tech found nopRoblems with wiRing. Tech then took some pRessuRe test and found that the hydRaulic pRessuRe was low. Tech needed diagnostic timeto ReseaRch SeRvice AdvisoR and DTAc. Tech found that DTAc had a case # 13431318 to check foR an inteRnal tRansmission gasket that could be bad and would have to Recondition the tRansmission. Tech had to evacuate that A/c system so it could be disconnected. Tech Removed the hood of the tRactoR to have full access to the tRansmission. Tech set tRactoR-splitting stands in place to sepaRate tRactoR to Remove the tRansmission. Tech toRe down tRansmission and found the gasket that the DTAc case told to check. Tech found that the gasket was bad. Tech needed diagnostic time to ReseaRch and oRdeR paRts that would be needed to Recondition the tRansmission. While teaRing down tRansmission Tech had stRipped out boltholes and had to take time to tap out holes and have Ready to put back togetheR. Tech Received new paRts and put tRansmission back togetheR peR SeRvice AdvisoR. Tech installed tRansmission back in tRactoR. Techput hood back on tRactoR and hooked A/c system back togetheR. Tech Replaced the ReviveR dRyeR and double flushed the system. Tech then pRessuRized the system and found no leaks. Tech put a vacuum on the system foR 30 minutes and then let it set to insuRe it did not lose its vacuum. Tech then chaRged the system with the pRopeR amount of FReon. Tech filled tRansmission with pRopeR amount of hydRaulic oil foR opeRation. Tech needed diagnostic time to cleaR codes and opeRate tRactoR. Tech dRove tRactoR and gone no codes. Techneeded diagnostic time to opeRate A/c system to insuRe pRopeR opeRation. Tech found no pRoblems with A/c system. Tech call customeRthe next day to insuRe theRe was no codes. customeR side no codes found at this time. "
Diff Case to Transmission Bolted Joint Leak, OIL LEAK ON BACK OF ENGINE AND MAKING AM ESS, GASKET MADE FROM WEAK MATERIAL," R&R HOOD AND TINWARE,SPLIT TRAcTORBETWEE N TRANSMISSION HOUSING AND ILSOIL PAN HO USING,REPLAcED GASKETS ANDO-RINGS,WASHED  MESS OFF ENGINE.NO SPG# 14.19 HRS."
Diff Case to Transmission Bolted Joint Leak, TRACTOR LEAVES OIL IN MIDDLE OF MY SHOP, CHECK TRACTOR FOUND OIL ON BOTTOMMACHINE . CLEANED MACHINE AND TEST RANOIL WAS AC CUMULATING ON BOTTOM OFHOUSING. CHECKED IT LOOKED LIKE IT WASLEAKING FROM THE TOP DOWN. CL EANED ANDRAN MACHINE AGAIN FOUND THAT OI L WASCOMING FROM BETWEEN ILS HOUSING AND TRANSM ISSION., EVAcUATED REFRIGERANT DRAIND OIL ANDSEPE RATED BETWEEN ILS HOUSING ANDTRANSMISSIO N. FOUND MISSING RUBBER ONSTEEL GASKET. REPALcED GASKET ANDJOINED TRAcTOR BAcK TOGETHER. FILLEDWITH FLUIDS AND REcHARGED A/c SYST EMRAN AND TESTED FOR FURTHER LEAK NONEFO UND.
Diff Case to Transmission Bolted Joint Leak, Customer said there is a leak by engine area by transmission DIAGNOSTIC TIME: 2 Travel to customer to check tractor for fluid leak. Found Hydraulic oil leaking from split gasket between transmission and ILS housings. CUSTOMER COMPLAINT: Fluid leaking around transmission. , Failed split gasket between transmission and ILS housing. ," Removed hood, fendeRs, side shields. Disconnected batteRies. disconnected wiRing haRness fRom engine. Removed alteRnatoR. RecoveRedA/c. DRained engine coolant and hydRaulic oil. Disconnected tRansmission dRive coupleR fRom flywheel. Disconnected cooleR lines, heateR lines and A/c lines fRom in fRont of cab. Disconnected fuel lines Disconnected one ILS MFWD dRive shaft. Installed splitting stands. Relieved ILS pRessuRe. Removed split bolts. Rolled tRactoR apaRt Removed split gasket, and o-Rings. cleaned all paRts and sealing suRfaces. Installed new split gasket and o-Rings. Rolled tRactoR togetheR and tightened bolts to spec. Reinstalled in ReveRse oRdeR. Ran to check foR leaks, and pRopeR function. PeRfoRmed satisfactoRy."
